Case_ID,Region,Country,Pollutant_Type,Pollutant_Concentration_mg_kg,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,Crop_Type,Farming_Practice,Nearby_Industry,Water_Source_Type,Soil_Texture,Soil_Organic_Matter_%,Disease_Type,Disease_Severity,Health_Symptoms,Age_Group_Affected,Gender_Most_Affected,Mitigation_Measure,Case_Resolved,Follow_Up_Required,year,Soil_pH_ss,Rainfall_mm_ss
100170,5,6,3,1932,5.69,42.4,92.8,377.7,1,0,1,0,0,5.01,3,2,1,2,0,4,0,1,2024,-0.6635278398985011,1.5390829670708739
100171,1,9,0,2413,7.88,21.2,82.2,14.8,2,0,1,1,2,6.16,2,1,5,1,2,2,0,0,2023,1.2145105827261091,-1.6096514057623226
100172,3,7,4,627,4.98,12.7,72.2,135.9,0,2,2,1,1,7.39,4,2,4,0,0,4,1,1,2024,-1.2723896116169822,-0.5589164028686877
100173,3,8,0,173,5.76,28.9,79.3,127.5,5,1,1,0,2,6.45,0,1,2,0,0,3,0,1,2024,-0.6034992145178063,-0.6317997556705583
100174,1,4,3,2473,6.96,18.2,21.8,348.0,0,2,0,1,1,0.7,3,0,2,2,2,3,0,1,2023,0.4255629348655422,1.2813882553785456
100175,5,6,3,2446,6.62,42.9,79.9,399.2,2,1,3,3,0,3.83,3,1,2,2,1,0,1,0,2023,0.1339953258735936,1.7256296438851857
100176,3,9,1,2139,6.11,26.8,67.1,349.5,4,2,2,4,0,9.85,2,0,4,1,1,3,1,0,2025,-0.30335608761432925,1.2944031398074511
100177,4,9,3,2141,6.17,24.7,75.3,95.5,0,0,3,3,3,1.55,3,0,1,0,0,0,0,1,2024,-0.25190298014516216,-0.9094506234872084
100178,4,5,3,976,5.65,20.4,37.5,16.8,2,2,1,2,1,0.67,2,0,3,0,1,2,0,0,2024,-0.6978299115446127,-1.592298226523782
100179,3,0,1,2754,6.21,23.5,71.0,87.3,3,0,4,1,0,9.52,4,2,3,1,0,3,0,1,2024,-0.2176009084990505,-0.980598658365225
100180,3,2,5,2198,4.86,24.6,85.9,377.9,4,3,2,4,3,4.94,0,1,4,2,0,4,0,0,2024,-1.375295826555317,1.5408182849947278
100181,3,5,1,1713,5.17,44.7,37.4,377.1,4,3,3,1,2,6.67,4,2,5,2,1,1,0,1,2023,-1.1094547712979523,1.533877013299312
100182,0,3,3,1693,6.55,18.1,33.2,88.2,0,1,0,1,3,2.27,3,0,3,2,2,0,1,0,2023,0.07396670049289807,-0.9727897277078816
100183,1,2,2,2173,5.9,12.0,92.7,353.5,2,1,3,0,1,9.31,2,0,0,1,1,4,1,0,2023,-0.4834419637564151,1.3291094982845324
100184,3,1,5,2778,5.2,23.9,76.9,278.4,2,3,4,1,3,1.96,1,0,2,2,0,0,0,1,2023,-1.0837282175633685,0.6774976178773316
100185,2,8,0,2286,5.4,17.8,60.3,237.2,2,2,0,3,2,6.01,3,0,4,2,0,1,1,1,2023,-0.9122178593328103,0.3200221255633949
100186,0,1,1,250,8.01,19.3,29.7,355.5,1,2,4,3,1,9.58,0,2,2,2,1,1,0,0,2024,1.3259923155759719,1.346462677523073
100187,4,8,5,2414,7.74,32.9,61.3,34.8,1,0,0,3,1,4.38,2,2,0,1,2,4,1,0,2023,1.0944533319647187,-1.4361196133769165
100188,0,4,1,1029,5.54,35.3,57.2,32.4,4,2,4,4,2,2.59,3,0,4,2,0,3,0,1,2023,-0.7921606085714199,-1.456943428463165
100189,4,1,4,1898,4.8,39.8,57.1,192.2,1,3,4,4,0,6.13,4,1,1,2,2,3,1,1,2023,-1.426748934024485,-0.07042440730376923
100190,3,9,3,2311,5.89,33.7,62.4,106.8,2,2,4,0,2,8.85,1,0,4,2,2,0,0,1,2024,-0.4920174816679436,-0.8114051607894539
100191,1,3,0,2238,7.13,39.8,85.0,283.3,0,1,1,2,2,8.45,2,1,4,1,1,0,0,0,2024,0.5713467393615165,0.7200129070117565
100192,4,1,1,1933,7.22,31.7,76.5,63.4,0,0,3,0,1,8.87,2,1,0,0,1,2,1,1,2024,0.6485264005652674,-1.1879691502657854
100193,0,2,1,2437,4.62,38.9,29.7,134.0,2,1,3,1,1,7.56,4,2,3,0,0,4,0,0,2025,-1.581108256431987,-0.5754019231453014
100194,5,4,0,423,7.77,39.1,58.1,2.6,5,3,1,0,1,3.23,2,2,2,0,2,2,0,0,2023,1.120179885699302,-1.7155057991174205
100195,0,4,5,1728,8.42,32.1,39.5,253.6,0,0,1,0,0,5.63,3,1,2,0,2,3,1,1,2023,1.677588549948616,0.462318195319428
100196,2,6,3,2174,4.93,36.6,60.6,385.2,5,2,2,1,0,3.75,0,1,3,0,0,1,0,0,2023,-1.3152672011746223,1.6041573892154013
100197,2,1,2,1766,8.23,13.6,90.3,275.2,2,0,3,0,1,1.14,3,2,0,0,1,0,0,0,2023,1.5146537096295862,0.6497325310956668
100198,1,0,2,826,7.33,12.4,63.7,138.4,0,2,4,0,3,6.4,2,0,3,2,1,1,0,1,2024,0.7428570975920746,-0.5372249288205119
100199,1,3,5,121,7.99,44.1,92.7,299.9,5,2,2,0,2,1.74,1,0,2,0,1,4,1,0,2023,1.3088412797529163,0.8640442946916433
100200,0,0,5,2108,4.6,10.8,44.3,195.5,5,0,1,2,3,7.82,1,0,1,1,1,2,1,1,2024,-1.5982592922550432,-0.04179166156017709
100201,5,4,2,1898,6.28,19.6,94.8,170.5,2,3,4,0,0,4.79,4,0,3,2,2,3,1,0,2023,-0.15757228311835494,-0.2587064020419349
100202,5,4,3,435,7.68,34.3,36.6,33.0,5,2,4,1,0,6.96,0,0,3,2,2,0,1,1,2023,1.043000224495551,-1.451737474691603
100203,1,0,0,1824,5.59,43.3,31.3,172.9,3,1,3,2,1,9.46,1,1,1,0,0,1,0,1,2023,-0.7492830190137806,-0.23788258695568612
100204,0,2,5,1159,7.05,23.9,40.6,393.6,4,0,3,0,2,4.39,4,1,0,0,1,3,1,0,2024,0.5027425960692932,1.6770407420172722
100205,5,4,2,2490,5.42,17.5,22.3,260.7,5,3,1,3,2,4.0,0,0,2,1,1,1,0,1,2023,-0.8950668235097549,0.5239219816162473
100206,5,4,4,2417,6.39,43.9,33.9,347.4,0,0,2,4,1,7.88,0,0,2,0,1,3,0,0,2024,-0.06324158609154851,1.2761823016069833
100207,3,0,0,2148,7.88,36.6,67.0,52.5,0,0,3,0,3,0.81,1,1,1,1,2,1,0,1,2024,1.2145105827261091,-1.2825439771158318
100208,5,6,3,2567,6.97,37.9,56.1,46.9,2,2,2,2,0,1.69,3,2,5,1,1,1,1,0,2024,0.4341384527770699,-1.3311328789837455
100209,0,5,1,1901,6.22,17.0,56.9,25.7,1,2,4,0,2,6.03,2,1,0,2,2,1,0,0,2024,-0.20902539058752279,-1.5150765789122764
100210,4,7,0,739,7.69,20.9,54.1,4.6,4,0,0,0,1,1.19,2,2,2,0,0,1,0,1,2023,1.0515757424070795,-1.6981526198788799
100211,1,5,2,1085,6.42,31.0,41.9,278.0,0,0,1,2,3,8.67,2,1,5,2,1,0,0,1,2025,-0.03751503235696458,0.6740269820296237
100212,3,2,3,2174,4.66,26.8,27.9,96.8,4,1,1,4,0,9.87,0,2,0,2,2,2,1,1,2024,-1.5468061847858752,-0.898171056982157
100213,0,8,2,377,6.5,31.6,72.7,223.9,4,2,2,2,2,0.59,2,0,0,2,2,2,1,1,2025,0.031089110935258703,0.20462348362709984
100214,0,8,0,896,6.57,13.1,46.3,13.3,4,3,4,3,2,1.25,1,0,1,0,2,3,1,0,2025,0.09111773631595427,-1.622666290191228
100215,3,5,3,1100,5.03,29.9,71.7,320.2,1,0,2,2,0,2.4,4,2,4,1,0,4,0,1,2023,-1.2295120220593427,1.0401790639628308
100216,3,4,1,452,4.92,32.3,73.0,12.6,4,3,1,1,1,9.39,0,1,2,1,2,2,1,0,2023,-1.32384271908615,-1.6287399029247174
100217,3,2,5,136,6.67,34.8,85.3,285.6,5,3,2,4,0,8.12,4,1,3,1,1,4,1,1,2023,0.17687291543123299,0.7399690631360784
100218,2,9,1,934,7.76,12.8,87.1,219.0,5,3,4,1,3,8.26,0,2,0,0,0,2,0,1,2025,1.1116043677877743,0.16210819449267527
100219,0,9,4,1245,7.07,28.4,74.9,32.7,5,0,4,0,2,1.07,3,1,0,0,0,1,1,0,2024,0.5198936318923494,-1.454340451577384
100220,1,7,1,672,5.14,40.5,36.4,390.3,3,0,1,1,3,3.7,4,1,3,2,2,2,1,0,2023,-1.1351813250325364,1.64840799627368
100221,1,6,5,495,7.66,33.1,57.4,222.1,2,1,1,0,2,7.33,4,2,5,2,0,1,1,1,2023,1.0258491886724956,0.1890056223124132
100222,4,2,1,622,8.49,44.1,68.8,79.8,0,1,3,2,3,6.96,3,0,2,1,1,1,1,0,2024,1.7376171753293115,-1.0456730805097523
100223,0,6,2,192,4.62,19.0,54.7,347.3,5,3,1,0,1,7.41,2,2,4,2,2,1,1,0,2024,-1.581108256431987,1.2753146426450566
100224,2,9,0,2063,6.2,22.1,47.8,395.1,2,0,2,1,0,0.88,1,2,4,2,0,1,0,1,2023,-0.22617642641057822,1.6900556264461777
100225,3,3,2,2423,6.81,25.4,74.4,194.7,2,3,1,0,2,8.8,2,2,5,1,0,1,0,1,2024,0.29693016619262336,-0.04873293325559344
100226,2,3,3,2506,6.19,19.7,64.4,364.9,1,1,0,1,1,2.5,3,1,3,2,1,4,1,0,2023,-0.23475194432210594,1.4280226199442136
100227,0,8,4,1738,7.03,35.7,29.9,286.3,2,3,3,0,1,9.14,4,0,0,1,1,4,0,0,2025,0.48559156024623773,0.7460426758695674
100228,4,5,3,487,5.45,44.0,33.6,341.8,3,1,3,3,0,5.18,0,2,0,1,1,4,0,1,2024,-0.8693402697751709,1.2275933997390698
100229,3,7,3,673,7.98,25.6,58.6,143.7,1,1,2,2,3,6.13,0,0,0,0,2,3,1,0,2024,1.3002657618413886,-0.49123900383837943
100230,0,4,3,434,6.06,43.9,39.4,262.7,2,3,1,2,1,3.59,4,2,1,1,0,0,0,0,2024,-0.34623367717196935,0.5412751608547879
100231,5,7,2,2156,5.02,43.9,54.0,94.4,2,3,0,0,1,1.2,4,0,2,2,0,2,0,0,2024,-1.2380875399708713,-0.9189948720684057
100232,5,7,1,460,6.58,21.8,82.2,172.4,0,1,2,0,2,2.86,2,0,2,1,0,1,1,1,2023,0.09969325422748199,-0.24222088176532128
100233,0,6,2,1729,7.33,15.8,32.6,14.7,3,1,0,1,0,7.5,1,2,2,2,0,1,1,1,2025,0.7428570975920746,-1.6105190647242498
100234,2,0,0,1844,6.4,39.5,80.4,234.1,3,2,1,0,0,8.75,4,2,3,1,2,2,1,1,2025,-0.05466606818002002,0.29312469774365696
100235,1,6,2,560,4.95,19.4,24.3,212.5,5,2,2,0,0,9.4,0,0,1,0,1,0,1,0,2024,-1.298116165351566,0.10571036196741823
100236,5,5,4,100,4.99,25.8,90.0,126.5,4,2,4,1,2,5.32,3,0,5,0,1,0,0,1,2023,-1.2638140937054545,-0.6404763452898287
100237,0,8,2,113,5.09,44.5,92.4,2.0,2,1,1,2,2,9.54,2,2,5,0,1,2,1,0,2024,-1.1780589145901756,-1.7207117528889826
100238,5,6,0,1781,7.97,25.9,58.7,195.5,3,0,0,4,3,6.84,3,1,4,0,1,1,1,0,2024,1.29169024392986,-0.04179166156017709
100239,4,1,0,372,4.62,20.8,72.9,80.7,1,2,1,2,1,6.9,0,1,0,2,1,3,0,1,2024,-1.581108256431987,-1.037864149852409
100240,3,0,4,2711,4.88,33.5,53.3,347.3,4,0,1,2,1,2.18,0,0,1,1,2,1,1,0,2024,-1.3581447907322617,1.2753146426450566
100241,5,8,5,1918,7.85,43.1,71.2,198.9,4,2,2,4,0,6.37,2,0,1,2,0,2,1,1,2023,1.1887840289915252,-0.012291256854657977
100242,4,6,4,2428,6.78,11.1,89.8,275.8,0,1,0,2,0,6.93,4,1,4,1,1,3,0,0,2024,0.2712036124580402,0.6549384848672292
100243,1,8,0,586,7.14,23.8,68.8,42.6,4,0,3,3,2,6.75,2,0,3,1,2,1,1,1,2025,0.5799222572730443,-1.368442214346608
100244,3,5,3,2786,4.69,44.2,50.5,348.3,1,1,3,0,1,7.93,3,0,4,0,2,1,0,0,2024,-1.5210796310512913,1.2839912322643268
100245,5,0,0,1570,7.45,40.7,50.3,130.8,4,1,2,2,1,6.84,0,2,3,1,1,3,0,0,2024,0.8457633125304096,-0.6031670099269663
100246,1,7,3,2260,7.55,37.9,52.7,327.1,5,2,0,2,1,1.64,3,2,2,2,0,2,0,0,2024,0.9315184916456883,1.1000475323357963
100247,2,9,0,1493,4.52,21.4,47.5,158.5,0,0,4,1,1,7.11,4,2,1,1,0,2,0,1,2024,-1.6668634355472665,-0.36282547747317867
100248,5,7,3,1074,6.29,18.3,48.0,90.9,4,2,0,2,1,1.2,0,0,4,1,1,2,1,0,2024,-0.14899676520682723,-0.9493629357358518
100249,1,9,0,1674,7.17,31.7,54.8,151.9,0,0,3,0,1,8.7,1,1,3,0,1,2,1,1,2023,0.6056488110076281,-0.4200909689603627
100250,2,1,3,1427,6.42,10.9,45.6,152.1,3,0,1,1,0,4.29,2,0,2,1,2,3,0,1,2024,-0.03751503235696458,-0.41835565103650874
100251,3,3,0,1607,6.63,31.3,77.4,325.2,0,2,1,2,2,7.32,4,0,0,0,0,1,1,0,2024,0.14257084378512136,1.0835620120591825
100252,5,4,1,2671,4.57,16.9,20.6,259.0,0,0,4,1,1,9.03,1,1,0,0,2,0,0,1,2025,-1.6239858459896264,0.5091717792634878
100253,4,8,1,660,8.21,12.1,90.1,140.6,5,2,4,0,1,1.46,1,1,3,2,2,1,1,1,2024,1.4975026738065307,-0.5181364316581173
100254,3,9,4,1330,5.53,20.0,43.0,321.2,4,2,3,2,0,5.62,0,0,5,2,0,1,1,1,2023,-0.8007361264829477,1.0488556535821012
100255,0,2,5,851,6.94,35.1,40.4,165.4,4,3,0,2,1,1.66,2,1,4,1,2,2,0,1,2024,0.40841189904248676,-0.30295700910021345
100256,2,7,0,493,7.22,16.4,59.4,283.6,0,1,3,0,0,1.52,0,2,3,0,1,0,0,1,2023,0.6485264005652674,0.7226158838975377
100257,5,9,4,1571,5.53,43.7,56.3,322.4,5,1,2,4,1,5.73,3,1,4,0,2,2,1,1,2023,-0.8007361264829477,1.0592675611252254
100258,5,5,5,116,7.03,43.3,65.1,327.7,5,0,2,2,3,8.9,0,0,4,2,0,1,0,1,2023,0.48559156024623773,1.1052534861073582
100259,2,1,4,620,5.35,31.4,50.8,335.9,5,2,3,4,1,9.05,0,2,2,0,2,4,1,1,2024,-0.9550954488904504,1.1764015209853746
100260,2,3,5,973,5.45,37.3,40.6,329.0,4,0,2,4,3,4.53,3,2,2,2,1,2,0,0,2023,-0.8693402697751709,1.1165330526124098
100261,0,4,1,1854,4.88,31.8,53.9,234.6,4,3,4,3,1,2.1,2,0,4,2,1,1,1,0,2024,-1.3581447907322617,0.2974629925532921
100262,1,0,4,2045,7.95,17.6,27.2,9.5,3,0,3,0,0,6.6,2,2,0,1,2,2,1,0,2023,1.2745392081068048,-1.6556373307444554
100263,0,6,4,1688,6.69,18.1,49.3,237.8,4,1,4,3,2,5.22,4,2,3,2,0,0,0,1,2024,0.1940239512542892,0.32522807933495723
100264,0,9,0,2755,5.05,34.3,50.3,171.3,2,0,2,2,0,7.32,4,1,2,2,2,2,0,0,2023,-1.2123609862362874,-0.2517651303465186
100265,3,2,0,1916,8.47,14.5,27.8,289.7,0,0,1,3,1,5.99,1,2,1,2,2,0,0,1,2024,1.7204661395062562,0.7755430805750863
100266,4,4,3,758,4.82,13.0,87.1,76.7,4,0,0,4,3,3.57,4,2,3,1,0,4,0,1,2023,-1.4095978982014288,-1.0725705083294903
100267,3,9,1,613,5.92,12.4,58.9,27.0,5,3,2,2,3,8.1,0,0,5,1,2,4,0,1,2023,-0.4662909279333597,-1.5037970124072249
100268,0,0,1,637,6.66,40.8,68.8,213.2,5,3,1,0,2,3.58,0,1,4,2,2,2,0,0,2025,0.16829739751970527,0.11178397470090735
100269,5,8,2,913,7.18,44.8,69.6,223.1,3,1,0,4,1,7.44,4,1,3,0,0,2,1,0,2023,0.6142243289191558,0.1976822119316835
100270,4,3,5,1276,4.74,29.7,91.8,70.1,1,0,4,4,3,7.06,1,0,1,2,0,2,1,1,2024,-1.478202041493652,-1.1298359998166745
100271,1,0,0,550,6.64,13.4,53.8,302.5,0,3,1,2,1,3.8,1,1,5,2,1,0,1,0,2023,0.15114636169664908,0.8866034277017464
100272,0,1,1,1847,7.68,42.5,37.6,159.7,2,3,2,0,2,1.95,1,0,3,0,2,3,0,1,2024,1.043000224495551,-0.3524135699300544
100273,3,7,5,2770,8.21,28.9,83.2,208.4,3,3,4,3,1,6.42,0,0,4,0,1,0,1,1,2023,1.4975026738065307,0.07013634452841
100274,0,3,2,244,7.52,14.5,82.0,312.8,3,0,3,4,3,7.23,2,1,5,2,0,2,0,0,2023,0.9057919379111045,0.9759723007802308
100275,5,3,2,89,5.71,19.2,47.0,35.1,3,2,3,0,0,9.4,3,1,1,0,1,3,1,1,2024,-0.6463768040754456,-1.4335166364911354
100276,2,4,4,1524,5.72,23.9,53.5,240.2,0,1,4,4,2,5.4,3,2,4,0,2,4,1,0,2024,-0.637801286163918,0.3460518944212058
100277,1,3,1,2557,6.49,44.7,83.9,83.4,3,1,3,3,3,9.34,2,2,5,1,0,2,1,1,2025,0.022513593023730984,-1.0144373578803791
100278,3,1,3,312,7.77,23.3,85.8,347.2,2,1,2,4,2,8.16,3,1,4,2,2,0,0,0,2024,1.120179885699302,1.2744469836831294
100279,5,3,1,2214,5.72,12.8,50.2,69.4,0,1,1,4,0,7.1,1,0,5,0,1,0,1,0,2023,-0.637801286163918,-1.1359096125501635
100280,5,7,0,956,8.4,32.4,81.7,53.0,0,2,3,3,0,8.69,2,1,2,0,2,3,1,0,2023,1.6604375141255605,-1.2782056823061967
100281,2,2,2,2573,6.45,31.2,77.4,69.9,0,2,4,3,2,5.27,0,1,2,2,0,3,0,0,2023,-0.011788478622380657,-1.1315713177405284
100282,2,3,4,1108,5.09,22.9,25.1,10.3,1,0,0,3,3,1.78,4,1,4,0,2,2,1,0,2024,-1.1780589145901756,-1.648696059049039
100283,3,1,1,2695,6.7,43.8,52.4,124.7,2,1,2,1,2,5.31,3,1,0,1,0,4,1,0,2023,0.20259946916581692,-0.6560942066045152
100284,4,7,0,1211,4.92,32.4,36.2,247.8,2,1,4,0,2,6.68,2,1,2,2,2,4,1,1,2023,-1.32384271908615,0.41199397552766037
100285,2,6,0,406,4.75,37.3,54.5,23.3,1,3,0,2,3,9.95,1,1,1,1,1,0,0,1,2024,-1.4696265235821242,-1.535900393998525
100286,5,9,5,155,7.28,44.4,37.9,56.9,5,0,3,0,2,1.65,2,2,1,0,2,3,1,1,2024,0.6999795080344353,-1.2443669827910424
100287,1,2,4,833,4.9,34.2,24.7,203.8,2,1,0,1,3,9.97,3,1,0,0,0,4,1,1,2023,-1.3409937549092055,0.030224032279766607
100288,3,8,2,2281,6.96,20.7,66.8,210.8,1,0,1,4,3,4.55,2,2,1,1,2,2,1,1,2025,0.4255629348655422,0.0909601596146588
100289,3,8,3,358,8.05,25.7,34.6,147.1,4,2,3,3,2,4.43,3,2,4,0,2,4,1,1,2024,1.3602943872220843,-0.4617385991328603
100290,2,8,3,2318,7.43,36.9,20.8,166.5,1,1,4,2,2,5.07,4,2,1,1,1,3,1,0,2024,0.8286122767073534,-0.29341276051901616
100291,4,6,2,47,5.54,36.6,30.3,214.1,5,0,1,2,0,2.54,4,1,0,2,0,3,1,1,2023,-0.7921606085714199,0.11959290535825068
100292,2,0,3,26,5.46,44.2,80.1,383.8,3,0,3,3,1,5.13,4,0,5,1,1,3,1,0,2023,-0.8607647518636432,1.592010163748423
100293,0,7,1,296,6.69,25.9,83.3,39.2,2,0,4,1,1,5.14,3,0,1,2,1,3,1,0,2024,0.1940239512542892,-1.397942619052127
100294,1,8,3,399,5.8,35.8,55.7,150.4,0,0,4,4,0,4.25,1,2,2,2,1,4,0,1,2023,-0.5691971428716947,-0.43310585338926816
100295,3,8,5,1263,7.64,41.2,91.7,314.8,2,0,4,0,2,3.5,2,2,4,0,1,4,1,0,2024,1.0086981528494394,0.9933254800187714
100296,4,0,1,1905,6.25,18.9,83.1,15.4,3,2,0,1,3,9.07,3,0,3,1,0,4,1,1,2025,-0.18329883685293885,-1.6044454519907605
100297,3,1,5,1268,7.05,33.1,87.1,254.7,1,0,3,4,0,6.33,0,1,4,0,1,0,1,0,2023,0.5027425960692932,0.4718624439006254
100298,5,2,1,178,6.57,15.3,75.3,204.9,2,3,0,1,0,6.96,4,2,5,2,0,3,0,1,2025,0.09111773631595427,0.0397682808609639
100299,4,7,3,114,4.84,35.1,25.4,28.5,5,0,3,2,0,0.62,3,2,3,1,0,2,1,0,2023,-1.3924468623783732,-1.4907821279783193
100300,4,2,3,2675,7.45,22.4,42.2,139.9,3,1,0,0,2,7.86,0,1,1,0,2,2,1,1,2024,0.8457633125304096,-0.5242100443916065
100301,5,4,5,1836,5.24,16.1,27.4,264.1,4,2,0,0,3,7.76,0,0,3,1,0,3,1,1,2025,-1.049426145917257,0.5534223863217665
100302,2,0,4,725,4.58,12.9,92.6,118.2,2,0,1,0,2,7.81,4,0,2,2,0,3,1,0,2024,-1.6154103280780985,-0.7124920391297722
100303,5,5,2,1745,6.03,17.2,29.1,246.0,1,1,2,4,1,7.86,1,2,4,0,0,0,0,1,2024,-0.3719602309065525,0.3963761142129737
100304,1,2,3,1792,6.62,11.5,92.6,319.5,1,0,4,0,0,3.28,4,2,2,0,0,0,0,0,2023,0.1339953258735936,1.0341054512293417
100305,0,4,3,2735,6.91,30.4,76.1,324.7,5,3,0,3,0,6.74,3,1,1,1,1,3,0,1,2023,0.3826853453079028,1.0792237172495474
100306,0,5,0,351,5.85,42.5,36.8,148.9,4,0,2,3,3,4.6,0,1,1,0,0,0,1,0,2024,-0.5263195533140552,-0.44612073781817363
100307,1,6,3,1210,6.95,43.0,38.1,48.6,3,0,3,0,1,2.38,3,0,5,0,1,4,0,0,2024,0.4169874169540145,-1.316382676630986
100308,2,4,5,2476,7.08,20.0,81.2,344.5,2,1,0,1,1,8.54,4,2,1,2,2,3,1,0,2024,0.5284691498038772,1.2510201917110995
100309,1,9,0,2556,5.51,36.4,54.5,336.8,0,1,3,4,2,7.42,4,1,0,0,0,4,1,0,2023,-0.8178871623060039,1.1842104516427183
100310,0,9,2,2164,7.12,16.2,60.9,393.9,0,0,2,4,0,9.41,0,2,3,0,0,3,1,1,2024,0.5627712214499888,1.6796437189030529
100311,5,9,3,115,5.16,14.6,74.4,327.1,2,1,3,3,1,2.53,4,1,1,2,1,4,0,1,2025,-1.1180302892094802,1.1000475323357963
100312,0,0,1,1387,7.86,35.6,60.7,236.1,2,2,2,3,3,5.33,1,0,1,1,1,4,0,1,2024,1.1973595469030538,0.3104778769821976
100313,1,2,4,818,6.76,34.1,85.5,254.5,1,2,4,0,0,7.73,4,1,3,0,2,1,1,0,2024,0.254052576634984,0.47012712597677137
100314,2,6,2,421,6.35,10.3,38.5,290.6,4,1,1,4,1,9.92,4,2,3,0,2,2,0,1,2023,-0.09754365773766015,0.7833520112324299
100315,2,0,5,269,6.11,38.0,35.3,222.0,1,3,0,0,0,7.46,1,2,3,0,1,0,1,0,2024,-0.30335608761432925,0.18813796335048621
100316,0,3,2,1722,5.25,22.4,78.8,221.7,0,2,4,1,0,0.55,2,2,2,2,1,4,0,0,2024,-1.040850628005729,0.185534986464705
100317,3,7,4,2115,4.64,36.1,35.2,383.2,3,1,4,1,3,4.0,3,1,4,2,0,4,0,0,2024,-1.5639572206089314,1.5868042099768607
100318,1,8,5,897,5.1,20.7,85.7,398.5,1,1,1,1,3,4.0,0,2,5,2,2,4,1,1,2023,-1.169483396678648,1.7195560311516964
100319,0,5,2,1231,7.39,41.0,64.5,156.6,3,1,0,0,2,4.42,4,2,4,0,1,3,1,0,2023,0.7943102050612417,-0.3793109977497923
100320,4,4,4,1928,4.51,31.7,46.7,317.7,5,0,2,3,1,1.38,3,0,1,2,0,4,0,1,2025,-1.6754389534587941,1.018487589914655
100321,5,7,3,1634,6.42,32.5,24.9,232.0,0,3,2,2,1,5.83,1,1,5,1,0,4,0,0,2023,-0.03751503235696458,0.27490385954318936
100322,0,8,5,1550,6.91,33.7,80.4,107.9,3,3,1,4,3,8.34,4,0,5,1,0,4,1,0,2024,0.3826853453079028,-0.8018609122082565
100323,3,5,1,1361,4.81,12.0,45.1,314.0,5,2,2,3,3,7.22,4,0,0,2,0,3,1,1,2025,-1.418173416112957,0.986384208323355
100324,3,8,5,2206,6.57,25.4,31.1,131.3,5,3,0,2,3,4.62,3,1,4,1,0,0,1,1,2024,0.09111773631595427,-0.598828715117331
100325,1,3,5,242,5.38,30.9,75.2,399.3,0,0,0,0,1,9.36,4,1,5,2,0,2,1,0,2024,-0.9293688951558665,1.726497302847113
100326,2,5,1,1788,6.18,32.3,78.9,47.3,4,2,2,2,0,4.39,4,0,2,0,1,3,0,0,2023,-0.24332746223363444,-1.3276622431360376
100327,4,5,1,2356,6.04,30.0,64.1,73.8,1,2,0,0,0,3.94,3,1,4,1,1,3,1,1,2025,-0.3633847129950248,-1.0977326182253742
100328,4,1,1,917,4.6,10.8,82.4,109.2,2,2,3,2,0,5.42,1,1,0,1,2,3,0,1,2023,-1.5982592922550432,-0.790581345703205
100329,0,3,0,822,8.26,19.1,52.2,349.1,2,1,2,1,2,8.5,1,0,1,2,0,3,0,0,2024,1.5403802633641694,1.2909325039597432
100330,3,2,0,504,7.71,26.0,56.2,53.4,4,3,4,3,0,1.27,1,1,3,2,0,3,1,0,2023,1.0687267782301348,-1.2747350464584886
100331,1,7,2,2022,6.49,25.3,74.7,306.2,4,0,0,4,2,2.01,4,2,3,0,0,4,1,0,2023,0.022513593023730984,0.9187068092930465
100332,3,3,0,1701,5.04,36.3,69.3,382.6,2,0,1,3,2,1.16,2,2,0,1,0,3,0,0,2025,-1.220936504147815,1.5815982562052986
100333,2,4,2,153,5.63,19.2,38.5,362.5,2,0,4,2,0,2.87,0,1,0,0,0,0,0,1,2024,-0.7149809473676689,1.4071988048579651
100334,3,9,5,749,7.54,25.7,78.3,26.1,0,1,0,3,2,5.13,2,1,4,2,0,1,0,0,2024,0.9229429737341606,-1.511605943064568
100335,3,2,2,84,4.75,41.7,30.4,213.0,5,0,2,0,2,4.41,0,0,5,1,1,0,0,1,2024,-1.4696265235821242,0.11004865677705339
100336,2,8,1,957,8.1,10.8,69.8,385.4,0,3,4,0,0,5.82,3,2,4,0,1,3,1,1,2023,1.4031719767797228,1.6058927071392552
100337,2,4,1,2612,4.71,24.7,39.5,292.3,1,3,1,0,0,9.82,3,1,4,0,2,2,1,0,2023,-1.503928595228236,0.7981022135851893
100338,4,0,3,700,7.12,16.9,62.4,185.6,3,0,2,1,0,9.73,0,2,0,2,1,1,0,0,2024,0.5627712214499888,-0.12768989879095324
100339,5,9,3,1696,5.9,14.0,31.3,90.1,4,1,2,1,1,2.88,0,2,3,2,2,3,0,1,2023,-0.4834419637564151,-0.9563042074312681
100340,4,2,1,2379,6.74,28.3,28.6,344.1,4,1,1,1,2,7.37,4,0,2,2,2,4,1,0,2023,0.23690154081192855,1.2475495558633916
100341,0,1,1,181,7.33,29.0,26.1,183.3,4,0,0,2,1,5.1,0,0,3,2,0,0,1,1,2024,0.7428570975920746,-0.1476460549152748
100342,4,1,3,446,8.28,39.7,70.2,184.9,4,1,1,2,2,4.41,1,2,4,2,0,0,1,0,2024,1.5575312991872248,-0.13376351152444235
